url,question,answer
https://www.familysearch.org/en/help/helpcenter/article/view-records-and-tree-profiles-without-leaving-source-linker,What are record hints in Family Tree?,They are historical records that help identify missing relatives in your family tree. 
https://www.familysearch.org/en/help/helpcenter/article/view-records-and-tree-profiles-without-leaving-source-linker,What is the difference between the left and right column in Source Linker?,"The left column shows details from the historical record, while the right column shows details from the ancestor’s person page in Family Tree. "
https://www.familysearch.org/en/help/helpcenter/article/view-records-and-tree-profiles-without-leaving-source-linker,What do the Details and Compare buttons do in Source Linker?,"Details expand both the record and person details, while Compare expands details and shows green Add buttons for new information. "
https://www.familysearch.org/en/help/helpcenter/article/view-records-and-tree-profiles-without-leaving-source-linker,What can you do with the source box?,"You can create, edit, organize sources, copy them, and attach them to profiles in Family Tree. "
https://www.familysearch.org/en/help/helpcenter/article/view-records-and-tree-profiles-without-leaving-source-linker,How do you give feedback about Source Linker to FamilySearch?,"Click the Feedback button at the bottom of the Source Linker page, select an emoji, and enter your thoughts in the feedback box. Where can you get help with Source Linker if you're stuck? Visit the Source Linker Learning Center, FamilySearch Help and Learning, or contact FamilySearch Support."
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What does tagging a source do in Source Linker?,Tagging a source turns it into a reference for details listed on the person page in Family Tree. Where can you find the option to create a tag? It appears in the left column of Source Linker after clicking the purple Compare button. 
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What categories can you tag a source to?,"Name, Birth, Death, Sex, Christening, Burial, Residence. "
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,How do you tag a source to a detail?,Click the checkbox next to the detail. 
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,How can you remove a source from a detail?,Uncheck the checkbox next to the detail.
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What does the left column in Source Linker display?,Details from the historical record. 
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What does the right column in Source Linker display?,Details from the ancestor’s person page in Family Tree. 
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What should you do if the ancestor is not in Family Tree?,You will see an option to add the ancestor.
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What should you do if a person from a record isn't identified in Family Tree?,"Check if they are already in Family Tree and if not, drag their name to the correct line, click Add, review the information, and click Create New Person. "
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What is the purpose of the blue Add button in Source Linker?,To add a person from the record to Family Tree or to add a detail to an ancestor’s person page.
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,How do you start a new search in Source Linker if the people are not your ancestors?,Click Find Your Family at the top of the right column. 
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What does FamilySearch do after you click Find Your Family?,It generates a list of Family Tree profiles that potentially match your ancestors.
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What does the message “This source has not been attached to all people found in the record” mean?,The source contains information about people not yet attached to Family Tree. 
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,How can you attach a record to other people in Family Tree?,Use the source linker to attach the record or add missing people. 
https://www.familysearch.org/en/help/helpcenter/article/what-are-record-hints-in-family-tree,What should you do before adding a person to Family Tree from a record?,Indicate whether the person is living. 
